Track ID,Frame,Center X,Center Y,Mask Area
35,18,1775,72,4142
35,19,1791,67,3755
35,20,1775,73,4160
35,21,1775,74,4198
36,11,683,661,372
36,12,684,662,363
36,13,679,655,291
36,14,685,659,317
36,15,687,659,275
36,16,690,661,311
36,17,695,665,326
36,18,699,665,374
37,12,1860,906,970
37,13,1861,907,822
37,14,1862,908,767
37,15,1862,908,769
37,16,1861,909,745
37,17,1862,911,771
37,18,1863,912,774
37,19,1864,910,721
37,20,1866,912,702
37,21,1870,910,514
38,13,1481,838,391
38,14,1493,839,347
38,15,1503,839,328
38,16,1507,836,306
38,17,1517,836,263
38,18,1529,837,281
38,19,1536,835,227
38,20,1543,834,216
38,21,1553,840,276
13,14,1589,908,566
13,15,1599,907,531
13,16,1609,906,499
13,17,1621,907,566
13,18,1632,907,615
13,19,1642,904,631
13,20,1646,902,680
13,21,1655,900,664
39,15,227,39,89
39,16,226,38,84
39,17,225,37,79
39,18,224,36,67
40,16,642,187,145
40,17,656,194,121
40,18,662,196,137
40,19,652,188,178
40,20,647,184,166
40,21,651,186,148
41,16,184,215,211
41,17,183,213,190
41,18,183,214,196
41,19,182,214,189
41,20,182,214,195
41,21,178,213,214
42,17,637,315,143
42,18,640,316,159
42,19,643,316,183
42,20,646,317,236
42,21,643,316,201
43,17,589,266,137
43,18,589,267,151
43,19,593,269,203
43,20,595,267,199
43,21,588,267,240
44,20,1452,685,253
44,21,1453,684,251
45,21,691,38,327
