Track ID,Frame,Center X,Center Y,Mask Area
341,1,1022,779,27846
341,2,1043,778,27719
341,3,1067,778,27818
341,4,1064,781,28913
341,5,1069,787,29837
341,6,1093,790,30162
341,7,1117,790,29238
341,8,1126,793,29117
341,9,1124,796,30030
341,10,1130,798,29883
341,11,1141,803,31210
341,12,1168,797,28751
341,13,1157,805,30406
341,14,1180,803,29442
341,15,1192,805,29123
341,16,1201,803,27704
341,17,1212,803,26980
341,18,1218,806,27224
341,19,1220,802,25989
341,20,1250,805,24733
341,21,1264,807,24876
341,22,1258,807,24505
341,23,1261,808,24233
341,24,1274,807,23860
341,25,1286,809,22819
341,26,1291,807,22246
341,27,1290,804,22325
341,28,1292,808,22751
341,29,1305,811,21977
341,30,1306,807,21484
341,31,1324,813,21260
341,32,1337,814,20148
341,33,1339,813,19931
341,34,1348,815,19054
341,35,1358,816,18395
341,36,1363,816,18207
341,37,1356,812,18531
341,38,1508,852,14484
341,39,1501,853,14329
341,40,1510,854,13756
341,41,1524,855,13028
341,42,1524,858,12898
341,43,1511,855,13222
341,44,1580,862,10749
341,45,1592,865,10256
341,46,1601,867,9648
369,5,414,867,2152
369,6,427,864,2204
369,7,438,867,2237
369,8,449,866,2130
369,9,466,868,1922
369,15,589,883,2290
369,16,617,891,2572
369,17,627,891,2700
369,18,674,885,1821
369,20,670,883,2382
369,22,792,908,879
369,23,803,907,737
369,24,818,908,714
369,25,832,913,608
369,26,853,916,558
369,27,877,915,471
369,28,892,916,512
369,29,900,914,440
369,30,922,919,346
369,33,999,910,254
369,34,1009,914,189
369,35,1015,919,191
285,5,1061,789,30987
285,6,1087,791,31334
285,7,1117,792,30348
285,8,1121,794,30081
285,9,1121,799,31284
285,10,1123,801,31550
285,11,1153,801,30678
285,12,1163,800,30082
285,13,1165,803,30184
285,14,1185,802,29392
285,15,1202,802,28812
285,16,1195,805,29047
285,17,1204,806,28418
285,18,1224,803,26942
285,19,1213,804,27302
285,20,1246,805,25744
285,21,1258,804,25223
285,22,1256,803,24594
285,23,1264,805,24138
285,24,1273,804,24012
285,25,1284,806,22921
285,26,1280,806,23316
285,27,1277,804,23586
285,28,1275,804,23572
285,53,1215,754,20187
285,54,1028,763,26807
285,55,952,757,31198
285,56,991,755,27563
285,57,1168,741,19987
285,58,1271,763,16955
285,59,873,630,8988
285,60,850,597,7630
285,61,854,600,7776
285,62,867,610,7870
285,63,1188,733,16528
285,64,1235,755,13424
285,65,1238,757,12867
285,66,1148,723,11781
285,67,1167,730,12283
285,68,1161,725,14399
285,69,1252,767,13119
285,70,1259,775,13616
285,71,1270,776,13751
285,72,1272,777,13099
285,73,1288,785,12679
285,74,1221,757,12401
285,75,1197,744,13095
285,76,1172,736,13468
285,77,1185,745,12414
285,78,1172,728,11795
285,79,1188,731,12075
285,80,1262,745,13968
285,81,1261,745,14398
285,82,1242,750,15088
285,83,1235,778,16632
285,84,1281,772,15400
285,85,1235,784,16753
285,86,1212,779,14819
285,87,1345,782,13284
285,88,1245,783,14216
285,89,1319,775,14271
372,16,889,917,205
372,17,893,916,249
372,20,880,918,624
373,27,675,903,982
373,28,707,887,1454
373,29,718,882,1299
373,30,733,880,1336
374,29,51,889,866
374,30,61,878,1130
374,31,67,872,1148
374,32,85,870,1066
374,33,96,869,1094
374,34,110,867,1077
374,35,131,867,1063
374,36,142,861,1050
374,37,148,862,646
374,38,187,875,538
374,39,198,869,552
374,40,210,862,761
374,41,209,847,1000
374,42,235,849,775
375,32,715,912,601
375,33,724,912,548
375,34,739,912,533
377,42,824,844,369
377,43,836,844,380
377,44,858,851,407
377,45,863,850,481
377,46,872,850,460
377,47,884,851,508
377,48,898,854,503
377,49,916,863,372
377,50,927,859,451
377,51,940,857,567
377,52,934,848,899
377,53,962,854,590
377,63,1096,877,448
377,64,1106,879,521
377,65,1114,860,335
377,66,1123,862,432
377,67,1135,865,461
377,68,1145,866,468
377,73,1187,897,803
377,74,1194,899,691
377,75,1203,901,716
377,76,1217,907,775
377,77,1226,908,707
377,78,1237,909,811
377,79,1246,910,799
377,80,1252,910,849
377,81,1259,912,645
378,42,865,915,230
378,43,864,915,303
379,48,485,499,332
379,49,482,496,336
379,50,483,491,282
379,51,496,496,273
379,52,486,487,219
379,53,491,486,279
379,54,494,484,268
379,55,495,480,328
380,60,68,874,1604
380,61,67,873,2025
380,62,69,870,1809
380,63,72,868,2007
380,64,73,866,2153
380,65,71,861,2545
380,66,91,858,3070
380,67,103,863,2963
380,72,173,853,5170
380,73,155,858,4908
380,74,146,863,4864
380,75,229,859,7231
380,76,214,859,6595
380,77,222,860,6716
380,78,157,867,5304
380,79,161,868,5484
380,80,167,869,5778
380,81,174,867,6095
380,85,310,858,9881
380,86,314,856,9817
380,87,324,855,10216
380,88,329,856,10382
380,89,335,854,10631
382,77,1119,912,199
382,78,1134,917,175
382,79,1142,917,162
382,80,1153,918,126
387,84,52,635,1090
387,85,61,631,1092
387,86,69,631,1239
387,87,76,627,1238
387,88,88,624,1209
388,85,987,814,192
388,86,990,818,249
388,87,1002,829,222
388,88,1010,829,223
390,86,714,361,896
390,88,709,349,988
390,89,715,351,1264
392,88,747,477,452
393,89,1207,890,215
